stage	timetodiagnose	Pathway	N	DE	p.value	p.adjusted
Localized	(1.4,2.8]	Human papillomavirus infection	339	18	0.0454194914583708	0.516875877660208
Localized	(1.4,2.8]	Bladder cancer	41	4	0.0518706028816264	0.516875877660208
Localized	(1.4,2.8]	Choline metabolism in cancer	99	7	0.0547613036428393	0.516875877660208
Regional	(7,8.4]	B cell receptor signaling pathway	71	4	0.0752697546554344	0.517479563256112
Localized	(1.4,2.8]	Ras signaling pathway	232	13	0.0581173139897482	0.518343611259917
Localized	(1.4,2.8]	Transcriptional misregulation in cancer	186	11	0.0570314324403619	0.518343611259917
Localized	(1.4,2.8]	T cell receptor signaling pathway	101	7	0.0597706302306632	0.519060736213654
All	(5.6,7]	Autophagy - other	32	3	0.190899622089333	0.520635332970908
All	(2.8,4.2]	RNA degradation	79	14	0.252188177062315	0.521611532190879
All	(2.8,4.2]	Regulation of lipolysis in adipocytes	54	10	0.252902561062244	0.521611532190879
All	(4.2,5.6]	Adrenergic signaling in cardiomyocytes	144	17	0.150202435441014	0.521755828374049
Regional	(7,8.4]	Ras signaling pathway	232	9	0.0777194910896632	0.523416980807936
All	(8.4,10]	Inositol phosphate metabolism	74	7	0.182564433363327	0.523880547912156
All	(4.2,5.6]	Amoebiasis	96	12	0.152957407143407	0.525791087055463
Localized	(1.4,2.8]	Platelet activation	123	8	0.0623299867776401	0.527407580426186
Regional	(7,8.4]	Toll-like receptor signaling pathway	104	5	0.0847186022089832	0.52768414551168
Regional	(7,8.4]	Type II diabetes mellitus	46	3	0.0841038781333808	0.52768414551168
Regional	(7,8.4]	Leishmaniasis	74	4	0.0847492718549062	0.52768414551168
Regional	(7,8.4]	Epstein-Barr virus infection	201	8	0.08316545712671	0.52768414551168
Distant	(1.4,2.8]	Dilated cardiomyopathy (DCM)	90	8	0.240175727197581	0.52838659983468
All	(8.4,10]	Starch and sucrose metabolism	36	4	0.188291790589158	0.529429927213185
All	(8.4,10]	Gap junction	88	8	0.187982539368972	0.529429927213185
All	(8.4,10]	Vitamin digestion and absorption	24	3	0.189311307306533	0.529429927213185
Distant	(1.4,2.8]	Cortisol synthesis and secretion	64	6	0.244310063096418	0.530410005406698
Distant	(1.4,2.8]	Mineral absorption	51	5	0.243683623484067	0.530410005406698
Localized	(8.4,10]	Vascular smooth muscle contraction	121	3	0.107568993642037	0.531626047416297
Localized	(8.4,10]	VEGF signaling pathway	59	2	0.107936197505733	0.531626047416297
Localized	(8.4,10]	Endometrial cancer	58	2	0.10489787803837	0.531626047416297
Regional	(2.8,4.2]	Lysosome	123	45	0.291718394210757	0.531862265688121
Regional	(2.8,4.2]	Bladder cancer	41	16	0.293401222775764	0.531991228109903
All	(4.2,5.6]	Rap1 signaling pathway	206	23	0.164813429755936	0.537571950556327
All	(4.2,5.6]	Gap junction	88	11	0.166158602899228	0.537571950556327
All	(4.2,5.6]	GABAergic synapse	88	11	0.166158602899228	0.537571950556327
All	(4.2,5.6]	Vitamin digestion and absorption	24	4	0.16502535847498	0.537571950556327
All	(4.2,5.6]	Human cytomegalovirus infection	225	25	0.158521801401504	0.537571950556327
All	(4.2,5.6]	Transcriptional misregulation in cancer	186	21	0.165173506887572	0.537571950556327
All	(5.6,7]	Estrogen signaling pathway	137	9	0.199281087001503	0.53903900582374
Distant	(1.4,2.8]	Thermogenesis	229	18	0.249936891848265	0.539079570653121
Distant	(2.8,4.2]	Phosphonate and phosphinate metabolism	6	2	0.245893951967002	0.540966694327404
Distant	(1.4,2.8]	Pyruvate metabolism	39	4	0.25365349300338	0.543543199292957
Distant	(2.8,4.2]	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	72	14	0.250261709163734	0.546929563073062
Distant	(2.8,4.2]	Th17 cell differentiation	107	20	0.252920546390976	0.549103817822514
Distant	(2.8,4.2]	Toxoplasmosis	113	21	0.254927082833722	0.549842727680577
Distant	(4.2,5.6]	p53 signaling pathway	72	6	0.17691879601694	0.550784930996136
Distant	(4.2,5.6]	Melanoma	72	6	0.17691879601694	0.550784930996136
All	(8.4,10]	Glucagon signaling pathway	103	9	0.198950258782933	0.551710801666959
Distant	(1.4,2.8]	Glycosphingolipid biosynthesis - ganglio series	15	2	0.25953174474757	0.552551456559342
All	(8.4,10]	Arginine and proline metabolism	50	5	0.204326746754577	0.552687101877136
All	(8.4,10]	Arachidonic acid metabolism	63	6	0.203244679500398	0.552687101877136
All	(8.4,10]	Vibrio cholerae infection	50	5	0.204326746754577	0.552687101877136
Distant	(1.4,2.8]	Glycosphingolipid biosynthesis - lacto and neolacto series	27	3	0.261331809440565	0.552817289201196
All	(2.8,4.2]	Oocyte meiosis	125	21	0.269722189164112	0.55284672313141
Localized	(8.4,10]	Glycerolipid metabolism	61	2	0.11408294441462	0.553637818482718
Regional	(2.8,4.2]	Fructose and mannose metabolism	33	13	0.308606565127317	0.556503642032867
Localized	(7,8.4]	Endometrial cancer	58	5	0.136636574348625	0.55666752512403
Distant	(4.2,5.6]	Toll-like receptor signaling pathway	104	8	0.18058397109723	0.556941219271833
All	(2.8,4.2]	Leishmaniasis	74	13	0.273513477587419	0.557157083974372
Distant	(2.8,4.2]	Salivary secretion	90	17	0.260454634576062	0.558117074091563
All	(5.6,7]	Other glycan degradation	18	2	0.208041217338832	0.55815936359199
All	(5.6,7]	Arginine and proline metabolism	50	4	0.209838454396586	0.558441047990914
All	(2.8,4.2]	N-Glycan biosynthesis	49	9	0.27706133420303	0.560921719552148
Localized	(1.4,2.8]	ErbB signaling pathway	85	6	0.0729715411116854	0.561381881240185
Localized	(1.4,2.8]	Mitophagy - animal	65	5	0.073149760282812	0.561381881240185
Localized	(1.4,2.8]	Wnt signaling pathway	149	9	0.0725211666139408	0.561381881240185
Localized	(1.4,2.8]	Shigellosis	65	5	0.073149760282812	0.561381881240185
All	(4.2,5.6]	Longevity regulating pathway	89	11	0.175244921768741	0.561464312462958
Distant	(4.2,5.6]	Ubiquitin mediated proteolysis	137	10	0.184150823229	0.562683070977502
Distant	(1.4,2.8]	JAK-STAT signaling pathway	162	13	0.269364957483024	0.566181120824192
Localized	(8.4,10]	PI3K-Akt signaling pathway	354	6	0.119102889012952	0.56625015153926
Localized	(8.4,10]	Osteoclast differentiation	128	3	0.121829578058446	0.56625015153926
Localized	(8.4,10]	Focal adhesion	199	4	0.12038553716009	0.56625015153926
Localized	(8.4,10]	Epstein-Barr virus infection	201	4	0.123632413265608	0.566648560800704
Regional	(7,8.4]	Fluid shear stress and atherosclerosis	139	6	0.092938359762507	0.567956642993098
All	(5.6,7]	SNARE interactions in vesicular transport	34	3	0.215607306068894	0.56920328802188
Localized	(7,8.4]	ABC transporters	44	4	0.151595376673555	0.577559384931416
Localized	(7,8.4]	NF-kappa B signaling pathway	95	7	0.160011054184989	0.577559384931416
Localized	(7,8.4]	Cardiac muscle contraction	78	6	0.16087130040998401	0.577559384931416
Localized	(7,8.4]	Hippo signaling pathway - multiple species	29	3	0.15445419945223	0.577559384931416
Localized	(7,8.4]	IL-17 signaling pathway	93	7	0.148099594836467	0.577559384931416
Localized	(7,8.4]	Glutamatergic synapse	114	8	0.168783979419549	0.577559384931416
Localized	(7,8.4]	Cholinergic synapse	112	8	0.157599095522137	0.577559384931416
Localized	(7,8.4]	GnRH signaling pathway	93	7	0.148099594836467	0.577559384931416
Localized	(7,8.4]	Aldosterone synthesis and secretion	96	7	0.166125548460257	0.577559384931416
Localized	(7,8.4]	Vasopressin-regulated water reabsorption	44	4	0.151595376673555	0.577559384931416
Localized	(7,8.4]	Measles	132	9	0.169767455570749	0.577559384931416
Localized	(7,8.4]	Kaposi sarcoma-associated herpesvirus infection	186	12	0.167218676245708	0.577559384931416
Localized	(7,8.4]	Transcriptional misregulation in cancer	186	12	0.167218676245708	0.577559384931416
Localized	(7,8.4]	Small cell lung cancer	93	7	0.148099594836467	0.577559384931416
Localized	(7,8.4]	Hepatocellular carcinoma	168	11	0.16869808648985	0.577559384931416
Localized	(7,8.4]	Gastric cancer	149	10	0.164725482961468	0.577559384931416
All	(8.4,10]	Mineral absorption	51	5	0.215774634594747	0.57890755622981
Regional	(2.8,4.2]	Salivary secretion	90	33	0.323609856584477	0.580387242787378
All	(8.4,10]	Cardiac muscle contraction	78	7	0.218426843892982	0.581297245844228
Localized	(1.4,2.8]	Gap junction	88	6	0.0831952380013508	0.58514451361842
Localized	(1.4,2.8]	Natural killer cell mediated cytotoxicity	131	8	0.0832044604012248	0.58514451361842
Localized	(1.4,2.8]	TNF signaling pathway	110	7	0.0857078025239287	0.58514451361842
Localized	(1.4,2.8]	Salivary secretion	90	6	0.0904314248319377	0.58514451361842
Localized	(1.4,2.8]	Cocaine addiction	49	4	0.0879845821720861	0.58514451361842
Localized	(1.4,2.8]	Hepatitis C	131	8	0.0832044604012248	0.58514451361842
Localized	(1.4,2.8]	Viral carcinogenesis	201	11	0.0879296563455061	0.58514451361842
Localized	(1.4,2.8]	Asthma	31	3	0.0901295327917602	0.58514451361842
Localized	(8.4,10]	Non-small cell lung cancer	66	2	0.129826542498426	0.586887109924394
Distant	(2.8,4.2]	JAK-STAT signaling pathway	162	29	0.276148926178897	0.58792997186475
Localized	(8.4,10]	Primary bile acid biosynthesis	17	1	0.15002580242553	0.588000327233956
Localized	(8.4,10]	Selenocompound metabolism	17	1	0.15002580242553	0.588000327233956
Localized	(8.4,10]	Thiamine metabolism	16	1	0.14185075934401	0.588000327233956
Localized	(8.4,10]	Platinum drug resistance	73	2	0.152644072808671	0.588000327233956
Localized	(8.4,10]	MAPK signaling pathway	295	5	0.148250832493303	0.588000327233956
Localized	(8.4,10]	Adrenergic signaling in cardiomyocytes	144	3	0.156800087262388	0.588000327233956
Localized	(8.4,10]	Cell adhesion molecules (CAMs)	144	3	0.156800087262388	0.588000327233956
Localized	(8.4,10]	B cell receptor signaling pathway	71	2	0.146042686783198	0.588000327233956
Localized	(8.4,10]	Fc epsilon RI signaling pathway	68	2	0.136260727587177	0.588000327233956
Localized	(8.4,10]	Long-term potentiation	67	2	0.133034510825778	0.588000327233956
Localized	(8.4,10]	Insulin signaling pathway	137	3	0.141123464676329	0.588000327233956
Localized	(8.4,10]	Estrogen signaling pathway	137	3	0.141123464676329	0.588000327233956
Localized	(8.4,10]	Prolactin signaling pathway	70	2	0.142765423897815	0.588000327233956
Localized	(8.4,10]	Thyroid hormone synthesis	74	2	0.155967036726184	0.588000327233956
Localized	(8.4,10]	Leishmaniasis	74	2	0.155967036726184	0.588000327233956
Distant	(4.2,5.6]	Valine, leucine and isoleucine biosynthesis	4	1	0.194469337713577	0.588760380233765
Regional	(2.8,4.2]	Phosphonate and phosphinate metabolism	6	3	0.330550585263671	0.589630773713575
Localized	(7,8.4]	Chemokine signaling pathway	189	12	0.180593941384403	0.59005941244409
Localized	(7,8.4]	Endocytosis	244	15	0.176148494064316	0.59005941244409
Localized	(7,8.4]	Hedgehog signaling pathway	47	4	0.179248319750891	0.59005941244409
Localized	(7,8.4]	Oxytocin signaling pathway	152	10	0.179626356369203	0.59005941244409
All	(5.6,7]	Platelet activation	123	8	0.225452145388084	0.590469904587839
Distant	(2.8,4.2]	Glycolysis / Gluconeogenesis	68	13	0.282017747639028	0.592776157457831
Distant	(2.8,4.2]	Phenylalanine metabolism	17	4	0.281757010353743	0.592776157457831
All	(5.6,7]	Prion diseases	35	3	0.228204846337522	0.592973222766789
Localized	(1.4,2.8]	Cellular senescence	160	9	0.101875498457998	0.593777296772751
Localized	(1.4,2.8]	Adherens junction	72	5	0.102561533078929	0.593777296772751
Localized	(1.4,2.8]	Insulin signaling pathway	137	8	0.101271702911456	0.593777296772751
Localized	(1.4,2.8]	Prolactin signaling pathway	70	5	0.0936280580047007	0.593777296772751
Localized	(1.4,2.8]	Melanoma	72	5	0.102561533078929	0.593777296772751
Localized	(1.4,2.8]	Arrhythmogenic right ventricular cardiomyopathy (ARVC)	72	5	0.102561533078929	0.593777296772751
Distant	(2.8,4.2]	Leishmaniasis	74	14	0.285258238855929	0.595792524192763
Regional	(7,8.4]	EGFR tyrosine kinase inhibitor resistance	79	4	0.101771698022049	0.599726077629932
Regional	(7,8.4]	TNF signaling pathway	110	5	0.101604822843395	0.599726077629932
Regional	(2.8,4.2]	D-Arginine and D-ornithine metabolism	1	1	0.338867318248761	0.601216209796189
All	(8.4,10]	Valine, leucine and isoleucine biosynthesis	4	1	0.228971021889626	0.603321626181099
All	(8.4,10]	Th17 cell differentiation	107	9	0.230359166360056	0.603321626181099
All	[0,1.4]	Sphingolipid signaling pathway	118	12	0.0823357335592036	0.603795379434159
Localized	(7,8.4]	HIF-1 signaling pathway	100	7	0.191580886845713	0.604032268985581
Localized	(7,8.4]	Sphingolipid signaling pathway	118	8	0.192192085586321	0.604032268985581
Localized	(7,8.4]	Mitophagy - animal	65	5	0.190782743774703	0.604032268985581
Localized	(7,8.4]	Apoptosis	136	9	0.191478333559343	0.604032268985581
All	[0,1.4]	Neurotrophin signaling pathway	119	12	0.0864598766615371	0.607058708474622
All	[0,1.4]	Hepatitis B	144	14	0.0859126258189829	0.607058708474622
All	(2.8,4.2]	NF-kappa B signaling pathway	95	16	0.301748481114379	0.607176821754543
All	(8.4,10]	Acute myeloid leukemia	66	6	0.233987529492871	0.607999092383052
All	(5.6,7]	GABAergic synapse	88	6	0.23595510262961	0.608321748966964
Distant	(1.4,2.8]	Estrogen signaling pathway	137	11	0.291669869772792	0.609183905221655
Regional	(2.8,4.2]	Amino sugar and nucleotide sugar metabolism	48	18	0.347874124821775	0.610630112719074
Regional	(2.8,4.2]	Antifolate resistance	31	12	0.346402831403321	0.610630112719074
Localized	(1.4,2.8]	Signaling pathways regulating pluripotency of stem cells	139	8	0.107748298213861	0.613050662251279
Localized	(8.4,10]	Human cytomegalovirus infection	225	4	0.16536860270306	0.613164481932696
Localized	(7,8.4]	Acute myeloid leukemia	66	5	0.199078024488043	0.613978954028546
Localized	(7,8.4]	Non-small cell lung cancer	66	5	0.199078024488043	0.613978954028546
All	(4.2,5.6]	Adherens junction	72	9	0.197306673443112	0.614256624870067
All	(4.2,5.6]	Fc gamma R-mediated phagocytosis	91	11	0.194105735117757	0.614256624870067
All	(4.2,5.6]	Viral carcinogenesis	201	22	0.195975813437206	0.614256624870067
All	(4.2,5.6]	Dopaminergic synapse	131	15	0.199439609411701	0.615094122484687
Regional	(7,8.4]	Amyotrophic lateral sclerosis (ALS)	51	3	0.106581758418702	0.617052285581963
Localized	(8.4,10]	Gastric cancer	149	3	0.168319664388036	0.617172102756133
All	(8.4,10]	Collecting duct acid secretion	27	3	0.239606120901572	0.617734530449366
Distant	(2.8,4.2]	Basal cell carcinoma	63	12	0.297701057499269	0.617870119338107
All	(5.6,7]	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	20	2	0.243485939284404	0.618962489045979
All	(5.6,7]	Longevity regulating pathway	89	6	0.243833707805991	0.618962489045979
All	(8.4,10]	Ferroptosis	40	4	0.242246573497054	0.619700536852929
Distant	(4.2,5.6]	Long-term depression	60	5	0.207019390247796	0.62105817074339
All	(8.4,10]	Platelet activation	123	10	0.245326276263368	0.622751316668552
Distant	(4.2,5.6]	Pertussis	76	6	0.209523294842793	0.622907092775873
All	[0,1.4]	Glycerolipid metabolism	61	7	0.100368994855439	0.625140857991106
All	[0,1.4]	Biosynthesis of unsaturated fatty acids	27	4	0.0954076396147059	0.625140857991106
All	[0,1.4]	Platinum drug resistance	73	8	0.10130501280061	0.625140857991106
All	[0,1.4]	TNF signaling pathway	110	11	0.102295776762181	0.625140857991106
All	[0,1.4]	Influenza A	171	16	0.0910225609979164	0.625140857991106
All	[0,1.4]	Kaposi sarcoma-associated herpesvirus infection	186	17	0.0982261845203571	0.625140857991106
All	[0,1.4]	Prostate cancer	97	10	0.0994294737848668	0.625140857991106
Localized	(7,8.4]	Regulation of actin cytoskeleton	213	13	0.204682874870037	0.625419895436224
Distant	(2.8,4.2]	Gastric acid secretion	75	14	0.303310385787513	0.625577670686745
All	(5.6,7]	Phosphonate and phosphinate metabolism	6	1	0.252179112129819	0.625707571449928
All	(5.6,7]	Vitamin B6 metabolism	6	1	0.252179112129819	0.625707571449928
All	(5.6,7]	Protein digestion and absorption	90	6	0.251788783442023	0.625707571449928
Localized	(8.4,10]	Phagosome	152	3	0.17534965538844	0.628971589980277
Localized	(8.4,10]	Oxytocin signaling pathway	152	3	0.17534965538844	0.628971589980277
Regional	(2.8,4.2]	Thyroid cancer	37	14	0.362854175445489	0.630220409984271
Regional	(2.8,4.2]	Primary immunodeficiency	37	14	0.362854175445489	0.630220409984271
Distant	(2.8,4.2]	IL-17 signaling pathway	93	17	0.30846986132723	0.630668682363301
Distant	(2.8,4.2]	Inflammatory mediator regulation of TRP channels	99	18	0.309600989523802	0.630668682363301
Localized	(7,8.4]	Cholesterol metabolism	50	4	0.208432124491099	0.631033037450118
Localized	(8.4,10]	Ras signaling pathway	232	4	0.178413955781684	0.63308177858017
All	[0,1.4]	Gastric cancer	149	14	0.106057437190646	0.636344623143877
Distant	(4.2,5.6]	Antigen processing and presentation	77	6	0.217989724164704	0.636607159065067
Distant	(4.2,5.6]	GnRH signaling pathway	93	7	0.216982593683471	0.636607159065067
All	(8.4,10]	Cell cycle	124	10	0.253123703480734	0.637639863730095
All	(2.8,4.2]	Mineral absorption	51	9	0.31927073703714	0.638541474074281
Regional	(2.8,4.2]	Protein export	23	9	0.369920140269258	0.639129038161545
Regional	(7,8.4]	ECM-receptor interaction	82	4	0.112685054890281	0.641139105410221
Localized	(1.4,2.8]	Chemokine signaling pathway	189	10	0.118518601911437	0.641166207061877
Localized	(1.4,2.8]	Neurotrophin signaling pathway	119	7	0.117147168719421	0.641166207061877
Localized	(1.4,2.8]	Prostate cancer	97	6	0.118334058635164	0.641166207061877
All	(4.2,5.6]	Regulation of lipolysis in adipocytes	54	7	0.209925776277868	0.641439871960153
Distant	(1.4,2.8]	Nitrogen metabolism	17	2	0.30963807065704	0.642645052307065
Regional	(7,8.4]	Serotonergic synapse	115	5	0.116865259045069	0.642758924747882
Regional	(7,8.4]	Hypertrophic cardiomyopathy (HCM)	83	4	0.116434351280928	0.642758924747882
Localized	(1.4,2.8]	Endocrine resistance	98	6	0.122636803911351	0.645810902254992
Localized	(1.4,2.8]	Adrenergic signaling in cardiomyocytes	144	8	0.124911677826473	0.645810902254992
Localized	(1.4,2.8]	Antigen processing and presentation	77	5	0.126654858672111	0.645810902254992
Localized	(1.4,2.8]	Staphylococcus aureus infection	56	4	0.127205177716892	0.645810902254992
All	(8.4,10]	Calcium signaling pathway	183	14	0.261595051094088	0.648574941344028
All	(8.4,10]	Oocyte meiosis	125	10	0.261004812206048	0.648574941344028
All	(8.4,10]	Pathogenic Escherichia coli infection	55	5	0.263360733757878	0.648574941344028
Distant	(4.2,5.6]	Selenocompound metabolism	17	2	0.224280031732245	0.649231670803868
Localized	(7,8.4]	Toll-like receptor signaling pathway	104	7	0.218495014638967	0.649579773250984
Localized	(7,8.4]	Mineral absorption	51	4	0.218449786526567	0.649579773250984
Regional	(7,8.4]	Sphingolipid signaling pathway	118	5	0.126516907712742	0.649865363150987
Regional	(7,8.4]	Phagosome	152	6	0.127447627973954	0.649865363150987
Regional	(7,8.4]	Regulation of lipolysis in adipocytes	54	3	0.121076658350955	0.649865363150987
Regional	(7,8.4]	Salmonella infection	86	4	0.128003783650952	0.649865363150987
